[INFO]
LINE_NAME,MACHINE_SN,MACHINE_NAME,OPERATOR_ID
SMTTLAM,ParmiMachineSN,SMT10AOI,Operator
[INFO_END]

[PANEL_INSP_RESULT]
MODEL_NAME,MODEL_CODE,PANEL_SIDE,INDEX,BARCODE,DATE,START_TIME,END_TIME,DEFECT_NAME,DEFECT_CODE,RESULT
MED_Stryker_R-2522_THT_TOP,,TOP,13,R2522B24120228,20240515,15:39:01,15:39:06,Missing Component,MISSING,NG
[PANEL_INSP_RESULT_END]

[BOARD_INSP_RESULT]
BOARD_NO,BARCODE,DEFECT_NAME,DEFECT_CODE,BADMARK,RESULT
1,R2522B24120228,Missing Component,MISSING,NO,PASS
2,R2522B24120140,Missing Component,MISSING,NO,PASS
3,R2522B24120201,Missing Component,MISSING,NO,PASS
4,R2522B24120010,Missing Component,MISSING,NO,PASS
5,R2522B24120203,Missing Component,MISSING,NO,PASS
6,R2522B24120216,Missing Component,MISSING,NO,PASS
7,R2522B24120245,Missing Component,MISSING,NO,PASS
8,R2522B24120249,Missing Component,MISSING,NO,PASS
9,R2522B24120183,Missing Component,MISSING,NO,PASS
10,R2522B24120136,Missing Component,MISSING,NO,PASS
11,R2522B24120156,Missing Component,MISSING,NO,PASS
12,R2522B24120234,Missing Component,MISSING,NO,NG
[BOARD_INSP_RESULT_END]

[COMPONENT_INSP_RESULT]
BOARD_NO,LOCATION_NAME,PIN_NUMBER,POS_X,POS_Y,DEFECT_NAME,DEFECT_CODE,RESULT
1,Q1,,62.476,23.169,Missing Component,MISSING,PASS
1,D1,,60.523,43.738,Misalignment Component,MISALIGNMENT,PASS
2,Q1,,138.285,23.297,Missing Component,MISSING,PASS
2,D1,,136.333,43.866,Misalignment Component,MISALIGNMENT,PASS
2,D4,,99.958,54.376,Pin,PIN,PASS
3,Q1,,214.283,23.467,Missing Component,MISSING,PASS
4,Q1,,289.976,23.856,Missing Component,MISSING,PASS
4,D3,,281.161,56.481,Solder Joint,SOLDER JOINT,PASS
4,D3,3,281.161,56.481,Solder Amount,SOLDER_AMOUNT,PASS
4,D3,4,281.161,56.481,Solder Amount,SOLDER_AMOUNT,PASS
4,D2,,281.268,24.444,Solder Joint,SOLDER JOINT,PASS
4,D2,1,281.268,24.444,Solder Amount,SOLDER_AMOUNT,PASS
4,D2,2,281.268,24.444,Solder Amount,SOLDER_AMOUNT,PASS
5,Q1,,61.145,88.263,Missing Component,MISSING,PASS
5,D1,,59.192,108.833,Misalignment Component,MISALIGNMENT,PASS
5,D3,,52.330,120.889,Solder Joint,SOLDER JOINT,PASS
5,D3,3,52.330,120.889,Solder Amount,SOLDER_AMOUNT,PASS
5,D3,4,52.330,120.889,Solder Amount,SOLDER_AMOUNT,PASS
6,Q1,,138.207,88.135,Missing Component,MISSING,PASS
6,D4,,99.880,119.214,Pin,PIN,PASS
7,Q1,,213.985,88.421,Missing Component,MISSING,PASS
8,Q1,,289.830,88.677,Missing Component,MISSING,PASS
8,D1,,287.878,109.247,Upside down,UPSIDE DOWN,PASS
8,D3,,281.016,121.303,Pin,PIN,PASS
9,J1,,68.979,181.232,Wrong Component,WRONG,PASS
9,Q1,,62.076,152.685,Missing Component,MISSING,PASS
10,Q1,,137.677,152.685,Missing Component,MISSING,PASS
10,D1,,135.724,173.254,Upside down,UPSIDE DOWN,PASS
11,Q1,,213.595,153.210,Missing Component,MISSING,PASS
12,J1,,295.969,182.281,Uniesienie Komp.,Lift,NG
12,Q1,,289.066,153.734,Missing Component,MISSING,PASS
[COMPONENT_INSP_RESULT_END]
