[INFO]
LINE_NAME,MACHINE_SN,MACHINE_NAME,OPERATOR_ID
SMTTLAM,ParmiMachineSN,SMT10AOI,Operator
[INFO_END]

[PANEL_INSP_RESULT]
MODEL_NAME,MODEL_CODE,PANEL_SIDE,INDEX,BARCODE,DATE,START_TIME,END_TIME,DEFECT_NAME,DEFECT_CODE,RESULT
MED_Stryker_R-2522_THT_TOP,,TOP,7,R2522B24120161,20240510,15:42:13,15:42:19,Missing Component,MISSING,PASS
[PANEL_INSP_RESULT_END]

[BOARD_INSP_RESULT]
BOARD_NO,BARCODE,DEFECT_NAME,DEFECT_CODE,BADMARK,RESULT
1,R2522B24120161,Missing Component,MISSING,NO,PASS
2,R2522B24120176,Missing Component,MISSING,NO,PASS
3,R2522B24120141,Missing Component,MISSING,NO,PASS
4,R2522B24120192,Missing Component,MISSING,NO,PASS
5,R2522B24120185,Missing Component,MISSING,NO,PASS
6,R2522B24120197,Missing Component,MISSING,NO,PASS
7,R2522B24120152,Missing Component,MISSING,NO,PASS
8,R2522B24120132,Missing Component,MISSING,NO,PASS
9,R2522B24120187,Missing Component,MISSING,NO,PASS
10,R2522B24120153,Missing Component,MISSING,NO,PASS
11,R2522B24120129,Missing Component,MISSING,NO,PASS
12,R2522B24120238,Missing Component,MISSING,NO,PASS
[BOARD_INSP_RESULT_END]

[COMPONENT_INSP_RESULT]
BOARD_NO,LOCATION_NAME,PIN_NUMBER,POS_X,POS_Y,DEFECT_NAME,DEFECT_CODE,RESULT
1,Q1,,62.476,23.169,Missing Component,MISSING,PASS
2,Q1,,138.285,23.297,Missing Component,MISSING,PASS
2,D1,,136.333,43.866,Misalignment Component,MISALIGNMENT,PASS
2,D2,,129.578,23.885,Solder Joint,SOLDER JOINT,PASS
2,D2,1,129.578,23.885,Solder Amount,SOLDER_AMOUNT,PASS
2,D2,2,129.578,23.885,Solder Amount,SOLDER_AMOUNT,PASS
2,D2,4,129.578,23.885,Solder Amount,SOLDER_AMOUNT,PASS
3,Q1,,214.283,23.467,Missing Component,MISSING,PASS
3,D2,,205.576,24.055,Pin,PIN,PASS
3,D3,,205.469,56.093,Solder Joint,SOLDER JOINT,PASS
3,D3,3,205.469,56.093,Solder Amount,SOLDER_AMOUNT,PASS
4,Q1,,289.976,23.856,Missing Component,MISSING,PASS
4,D3,,281.161,56.481,Solder Joint,SOLDER JOINT,PASS
4,D3,3,281.161,56.481,Solder Amount,SOLDER_AMOUNT,PASS
5,Q1,,61.145,88.263,Missing Component,MISSING,PASS
6,Q1,,138.207,88.135,Missing Component,MISSING,PASS
6,D1,,136.255,108.704,Misalignment Component,MISALIGNMENT,PASS
6,D2,,129.500,88.723,Solder Joint,SOLDER JOINT,PASS
6,D2,3,129.500,88.723,Solder Amount,SOLDER_AMOUNT,PASS
7,Q1,,213.985,88.421,Missing Component,MISSING,PASS
7,D2,,205.278,89.009,Solder Joint,SOLDER JOINT,PASS
7,D2,4,205.278,89.009,Solder Amount,SOLDER_AMOUNT,PASS
7,D3,,205.171,121.047,Solder Joint,SOLDER JOINT,PASS
7,D3,4,205.171,121.047,Solder Amount,SOLDER_AMOUNT,PASS
8,Q1,,289.830,88.677,Missing Component,MISSING,PASS
8,D1,,287.878,109.247,Misalignment Component,MISALIGNMENT,PASS
9,J1,,68.979,181.232,Body Lift,LIFT,PASS
9,Q1,,62.076,152.685,Missing Component,MISSING,PASS
9,D4,,23.749,183.764,Pin,PIN,PASS
10,Q1,,137.677,152.685,Missing Component,MISSING,PASS
10,D1,,135.724,173.254,Misalignment Component,MISALIGNMENT,PASS
10,D3,,128.862,185.310,Solder Joint,SOLDER JOINT,PASS
10,D3,4,128.862,185.310,Solder Amount,SOLDER_AMOUNT,PASS
10,D4,,99.349,183.764,Solder Joint,SOLDER JOINT,PASS
10,D4,1,99.349,183.764,Solder Amount,SOLDER_AMOUNT,PASS
10,D4,3,99.349,183.764,Solder Amount,SOLDER_AMOUNT,PASS
11,Q1,,213.595,153.210,Missing Component,MISSING,PASS
11,D3,,204.781,185.835,Solder Joint,SOLDER JOINT,PASS
11,D3,1,204.781,185.835,Solder Amount,SOLDER_AMOUNT,PASS
12,Q1,,289.066,153.734,Missing Component,MISSING,PASS
12,D1,,287.114,174.303,Misalignment Component,MISALIGNMENT,PASS
12,D2,,280.359,154.321,Solder Joint,SOLDER JOINT,PASS
12,D2,4,280.359,154.321,Solder Amount,SOLDER_AMOUNT,PASS
12,D4,,250.739,184.813,Pin,PIN,PASS
[COMPONENT_INSP_RESULT_END]
