[INFO]
LINE_NAME,MACHINE_SN,MACHINE_NAME,OPERATOR_ID
SMTTLAM,ParmiMachineSN,SMT10AOI,Operator
[INFO_END]

[PANEL_INSP_RESULT]
MODEL_NAME,MODEL_CODE,PANEL_SIDE,INDEX,BARCODE,DATE,START_TIME,END_TIME,DEFECT_NAME,DEFECT_CODE,RESULT
MED_Stryker_R-2535_THT_TOP,,TOP,10,R2535J24140040,20240515,14:57:04,14:57:07,Body Lift,LIFT,PASS
[PANEL_INSP_RESULT_END]

[BOARD_INSP_RESULT]
BOARD_NO,BARCODE,DEFECT_NAME,DEFECT_CODE,BADMARK,RESULT
1,R2535J24140040,Body Lift,LIFT,NO,PASS
2,R2535J24140013,Body Lift,LIFT,NO,PASS
[BOARD_INSP_RESULT_END]

[COMPONENT_INSP_RESULT]
BOARD_NO,LOCATION_NAME,PIN_NUMBER,POS_X,POS_Y,DEFECT_NAME,DEFECT_CODE,RESULT
1,K6,,243.691,75.834,Body Lift,LIFT,PASS
1,J3,,202.639,28.464,Pin,PIN,PASS
1,K7,,182.657,75.288,Body Lift,LIFT,PASS
1,J2,,142.222,28.191,Pin,PIN,PASS
1,K1,,141.363,71.309,Body Lift,LIFT,PASS
1,R23,,138.702,44.683,Body Lift,LIFT,PASS
1,R24,,138.596,50.602,Misalignment Component,MISALIGNMENT,PASS
1,K2,,125.749,71.323,Body Lift,LIFT,PASS
2,J3,,202.957,118.341,Solder Joint,SOLDER JOINT,PASS
2,J3,3,202.957,118.341,Solder Amount,SOLDER_AMOUNT,PASS
2,H2,,200.003,131.666,Body Lift,LIFT,PASS
2,K7,,182.975,165.165,Body Lift,LIFT,PASS
2,H1,,158.830,131.197,Body Lift,LIFT,PASS
2,J2,,142.540,118.068,Solder Joint,SOLDER JOINT,PASS
2,J2,9,142.540,118.068,Solder Amount,SOLDER_AMOUNT,PASS
2,R23,,139.020,134.560,Body Lift,LIFT,PASS
[COMPONENT_INSP_RESULT_END]
