[INFO]
LINE_NAME,MACHINE_SN,MACHINE_NAME,OPERATOR_ID
SMTTLAM,ParmiMachineSN,SMT10AOI,Operator
[INFO_END]

[PANEL_INSP_RESULT]
MODEL_NAME,MODEL_CODE,PANEL_SIDE,INDEX,BARCODE,DATE,START_TIME,END_TIME,DEFECT_NAME,DEFECT_CODE,RESULT
MED_Stryker_R-3014_THT_BOT,,BOTTOM,4,R3014B24120034,20240418,10:37:20,10:37:32,Solder Joint,SOLDER JOINT,PASS
[PANEL_INSP_RESULT_END]

[BOARD_INSP_RESULT]
BOARD_NO,BARCODE,DEFECT_NAME,DEFECT_CODE,BADMARK,RESULT
1,R3014B24120034,Solder Joint,SOLDER JOINT,NO,PASS
2,R3014B24120048,Solder Joint,SOLDER JOINT,NO,PASS
3,R3014B24120049,Solder Joint,SOLDER JOINT,NO,PASS
[BOARD_INSP_RESULT_END]

[COMPONENT_INSP_RESULT]
BOARD_NO,LOCATION_NAME,PIN_NUMBER,POS_X,POS_Y,DEFECT_NAME,DEFECT_CODE,RESULT
1,J1,,225.707,62.725,Solder Joint,SOLDER JOINT,PASS
1,J1,8,225.707,62.725,Solder Wettability,SOLDER_WETTABILITY,PASS
1,J2,,205.237,62.628,Solder Joint,SOLDER JOINT,PASS
1,J2,3,205.237,62.628,Solder Wettability,SOLDER_WETTABILITY,PASS
1,J2,8,205.237,62.628,Solder Amount,SOLDER_AMOUNT,PASS
1,K3,,43.835,48.495,Pin,PIN,PASS
2,J2,,205.237,137.642,Pin,PIN,PASS
2,W2A,,175.973,125.478,Solder Joint,SOLDER JOINT,PASS
2,W2A,1,175.973,125.478,Solder Amount,SOLDER_AMOUNT,PASS
2,K1,,150.253,123.454,Pin,PIN,PASS
3,J1,,225.707,212.200,Solder Joint,SOLDER JOINT,PASS
3,J1,3,225.707,212.200,Solder Wettability,SOLDER_WETTABILITY,PASS
3,J1,4,225.707,212.200,Solder Wettability,SOLDER_WETTABILITY,PASS
3,J2,,205.237,212.103,Solder Joint,SOLDER JOINT,PASS
3,J2,6,205.237,212.103,Solder Wettability,SOLDER_WETTABILITY,PASS
3,J2,7,205.237,212.103,Solder Wettability,SOLDER_WETTABILITY,PASS
3,J2,8,205.237,212.103,Solder Wettability,SOLDER_WETTABILITY,PASS
3,J2,9,205.237,212.103,Solder Wettability,SOLDER_WETTABILITY,PASS
3,J2,10,205.237,212.103,Solder Wettability,SOLDER_WETTABILITY,PASS
3,W2A,,175.973,199.939,Solder Joint,SOLDER JOINT,PASS
3,W2A,1,175.973,199.939,Solder Amount,SOLDER_AMOUNT,PASS
[COMPONENT_INSP_RESULT_END]
